Asset Name,Serial Number,Status,Account Name,Product Code,Product Family,Product Family Short Name,Active Service,Territory,Service Contract Status Simple,Contract_Status_Clean,Service Start Date,Service End Date,has_active_contract,lat,lon,matched_appointment_account,match_method,match_score,matched
LUNA0518 - Luna Advanced,LUNA0518,Shipped,Northeast Alabama Community College,LUNA-300,Luna,Luna,1,Gulf Coast,Active Service Contract,Active Service Contract,2023-04-27,2026-04-26,True,34.4942536,-85.8477494,Northeast Alabama Community College,exact,100.0,True
ARES1240 - Ares Complete,ARES1240,Shipped,Riverside Regional Medical Center,ARES-300,Ares,Ares,1,Carolinas/Virginias,Active Service Contract,Active Service Contract,2025-04-20,2029-06-18,True,,,,,,False
JUNO3627DS - Juno Base,JUNO3627DS,Shipped,Collin College Celina Campus,JUN-100,Juno,Juno,0,North Texas,Service Contract has expired,Service Contract has expired,2023-04-19,2024-04-18,False,,,,,,False
JUNO3629DS - Juno Base,JUNO3629DS,Shipped,Collin College Celina Campus,JUN-100,Juno,Juno,0,North Texas,Service Contract has expired,Service Contract has expired,2023-04-19,2024-04-18,False,,,,,,False
JUNO3628DS - Juno Base,JUNO3628DS,Shipped,Collin College Celina Campus,JUN-100,Juno,Juno,0,North Texas,Service Contract has expired,Service Contract has expired,2023-04-19,2024-04-18,False,,,,,,False
JUNO3618 - Juno Complete,JUNO3618,Shipped,Palm Harbor University High School,JUN-300,Juno,Juno,1,North Florida,Active Service Contract,Active Service Contract,2025-07-01,2026-06-30,True,,,,,,False
JUNO3604DS - Juno Complete,JUNO3604DS,Shipped,Palm Harbor University High School,JUN-300,Juno,Juno,1,North Florida,Active Service Contract,Active Service Contract,2025-07-01,2026-06-30,True,,,,,,False
JUNO3616 - Juno Complete,JUNO3616,Shipped,Sandhills Community College,JUN-300,Juno,Juno,0,Carolinas/Virginias,Service Contract has expired,Service Contract has expired,2023-04-19,2024-04-18,False,,,,,,False
ARIA0403 - Aria,ARIA0403,Shipped,Northern Essex Community College,PED-300,Aria,Aria,1,New England,Active Service Contract,Active Service Contract,2024-04-16,2028-04-15,True,42.7070354,-71.1631137,Northern Essex Community College,exact,100.0,True
VMDX2399 - Elevate Vimedix Abdominal Ultrasound Simulator Base Unit-Abdominal,VMDX2399,Shipped,Chandler Regional Medical Center,VIM-008.1,Vimedix,Vimedix,1,Southwest,Active Service Contract,Active Service Contract,2025-04-16,2030-04-15,True,,,,,,False
"APP0995a - Apollo Pre-Hospital Patient Simulator, Maestro",APP0995a,Shipped,Willis-Knighton Health System,FLEX-APH-MAESTRO,Apollo Pre-Hospital,Apollo,1,Gulf Coast,Active Service Contract,Active Service Contract,2024-04-16,2027-04-15,True,32.515887,-93.7336536,Willis-Knighton Health System,exact,100.0,True
ARES1228DS - Ares Complete,ARES1228DS,Shipped,Willis-Knighton Health System,ARES-300,Ares,Ares,1,Gulf Coast,Active Service Contract,Active Service Contract,2025-04-16,2027-04-15,True,32.515887,-93.7336536,Willis-Knighton Health System,exact,100.0,True
ARES1236 - Ares Complete,ARES1236,Shipped,Willis-Knighton Health System,ARES-300,Ares,Ares,1,Gulf Coast,Active Service Contract,Active Service Contract,2025-04-16,2027-04-15,True,32.515887,-93.7336536,Willis-Knighton Health System,exact,100.0,True
JUNO3633 - Juno Base,JUNO3633,Shipped,Pearl City High School,JUN-100,Juno,Juno,0,Southern California,Service Contract has expired,Service Contract has expired,2023-04-16,2024-04-15,False,,,,,,False
JUNO3634 - Juno Base,JUNO3634,Shipped,Pearl City High School,JUN-100,Juno,Juno,0,Southern California,Service Contract has expired,Service Contract has expired,2023-04-16,2024-04-15,False,,,,,,False
ARES1215 - Ares Base,ARES1215,Shipped,Kanawha County Schools,ARES-100,Ares,Ares,0,Carolinas/Virginias,Service Contract has expired,Service Contract has expired,2023-04-15,2024-04-14,False,,,,,,False
JUNO3635 - Juno Base,JUNO3635,Shipped,Kahuku High School,JUN-100,Juno,Juno,0,Southern California,Service Contract has expired,Service Contract has expired,2023-04-15,2024-04-14,False,,,,,,False
JUNO3636 - Juno Base,JUNO3636,Shipped,Kahuku High School,JUN-100,Juno,Juno,0,Southern California,Service Contract has expired,Service Contract has expired,2023-04-15,2024-04-14,False,,,,,,False
JUNO3551DS - Juno Complete,JUNO3551DS,Shipped,Hood College,JUN-300,Juno,Juno,0,Mid Atlantic,Service Contract has expired,Service Contract has expired,2023-04-15,2024-04-14,False,,,,,,False
"APP1111 - Apollo Pre-Hospital Patient Simulator, Maestro",APP1111,Installed,City of Carrollton Fire Department,FLEX-APH-MAESTRO,Apollo Pre-Hospital,Apollo,0,North Texas,,Missing Contract Status,2024-04-15,2026-04-14,False,32.9515472,-96.9034244,City of Carrollton Fire Department,exact,100.0,True
"APN0437 - Apollo Nursing Patient Simulator, Maestro",APN0437,Shipped,City College Montana State University Billings,FLEX-APN-MAESTRO,Apollo Nursing,Apollo,1,West Plains,Active Service Contract,Active Service Contract,2024-04-15,2026-04-14,True,45.7874957,-108.49607,City College Montana State University Billings,exact,100.0,True
JUNO3585 - Juno Complete,JUNO3585,Shipped,Saint Mary's University of Minnesota,JUN-300,Juno,Juno,1,Northern Plains,Active Service Contract,Active Service Contract,2025-04-14,2028-04-13,True,,,,,,False
JUNO3603DS - Juno Complete,JUNO3603DS,Shipped,Jersey College of Nursing - Jenkintown,JUN-300,Juno,Juno,1,Mid Atlantic,Active Service Contract,Active Service Contract,2023-04-14,2026-04-13,True,40.0959385,-75.1256812,Jersey College of Nursing - Jenkintown,exact,100.0,True
ARIA0395 - Aria,ARIA0395,Shipped,Radix INC,PED-300,Aria,Aria,0,New England,Service Contract has expired,Service Contract has expired,2023-04-14,2024-04-13,False,,,,,,False
ARIA0405 - Aria,ARIA0405,Shipped,Lawson State Community College - Bessemer Campus,PED-300,Aria,Aria,0,Gulf Coast,Service Contract has expired,Service Contract has expired,2023-04-14,2024-04-13,False,,,,,,False
ARIA0402 - Aria,ARIA0402,Shipped,Lawson State Community College - Birmingham,PED-300,Aria,Aria,0,Gulf Coast,Service Contract has expired,Service Contract has expired,2023-04-14,2024-04-13,False,,,,,,False
"APP1112 - Apollo Pre-Hospital Patient Simulator, Maestro",APP1112,Shipped,St. Lawrence College - Brockville Campus,FLEX-APH-MAESTRO,Apollo Pre-Hospital,Apollo,0,Canada,Service Contract has expired,Service Contract has expired,2024-11-01,2025-10-31,False,,,,,,False
MFS2781 - Lucina Patient Simulator with Maestro,MFS2781,Installed,Jersey College of Nursing - Jenkintown,FLEX-MFS-MAESTRO,Lucina,Lucina,1,Mid Atlantic,Active Service Contract,Active Service Contract,2023-04-14,2026-04-13,True,40.0959385,-75.1256812,Jersey College of Nursing - Jenkintown,exact,100.0,True
MFS2785 - Lucina Patient Simulator with Maestro,MFS2785,Shipped,Vermont State University - Williston Campus,FLEX-MFS-MAESTRO,Lucina,Lucina,1,New England,Active Service Contract,Active Service Contract,2025-04-14,2028-04-13,True,43.6111275,-73.1807089,Vermont State University - Williston Campus,exact,100.0,True
MFS2784 - Lucina Patient Simulator with Maestro,MFS2784,Shipped,West Coast University - Miami,FLEX-MFS-MAESTRO,Lucina,Lucina,0,South Florida,Service Contract has expired,Service Contract has expired,2025-04-14,2025-12-31,False,,,,,,False
ARIA0411 - Aria Advanced with Physiology,ARIA0411,Installed,Chamberlain College of Nursing - Addison,Ped-400,Aria,Aria,1,Illinois,Active Service Contract,Active Service Contract,2025-10-01,2026-09-30,True,41.931696,-87.9889556,Chamberlain College of Nursing - Addison,exact,100.0,True
JUNO3625DS - Juno Base,JUNO3625DS,Installed,Saint Mary's University of Minnesota,JUN-100,Juno,Juno,1,Northern Plains,Active Service Contract,Active Service Contract,2023-04-14,2028-04-13,True,,,,,,False
JUNO3626DS - Juno Base,JUNO3626DS,Shipped,Saint Mary's University of Minnesota,JUN-100,Juno,Juno,1,Northern Plains,Active Service Contract,Active Service Contract,2023-04-14,2028-04-13,True,,,,,,False
JUNO3613 - Juno Base,JUNO3613,Shipped,Saint Mary's University of Minnesota,JUN-100,Juno,Juno,1,Northern Plains,Active Service Contract,Active Service Contract,2023-04-14,2028-04-13,True,,,,,,False
JUNO3589 - Juno Complete,JUNO3589,Shipped,Valencia College - West Campus,JUN-300,Juno,Juno,0,North Florida,Service Contract has expired,Service Contract has expired,2023-04-13,2024-04-12,False,28.5421218,-81.379045,Valencia College - West Campus,exact,100.0,True
JUNO3601DS - Juno Complete,JUNO3601DS,Shipped,Valencia College - West Campus,JUN-300,Juno,Juno,0,North Florida,Service Contract has expired,Service Contract has expired,2023-04-13,2024-04-12,False,28.5421218,-81.379045,Valencia College - West Campus,exact,100.0,True
JUNO3599DS - Juno Complete,JUNO3599DS,Shipped,Jersey College of Nursing- Knoxville,JUN-300,Juno,Juno,1,Great Lakes,Active Service Contract,Active Service Contract,2023-04-13,2026-04-12,True,,,,,,False
ARIA0407 - Aria,ARIA0407,Shipped,Delaware Technical Community College (Dover Campus),PED-300,Aria,Aria,1,Mid Atlantic,Active Service Contract,Active Service Contract,2025-04-13,2026-04-12,True,,,,,,False
MFS2780 - Lucina Patient Simulator with Maestro,MFS2780,Shipped,Jersey College of Nursing - Ewing,FLEX-MFS-MAESTRO,Lucina,Lucina,1,NY/NJ,Active Service Contract,Active Service Contract,2025-04-13,2026-04-12,True,40.26439875,-74.79580555000001,Jersey College of Nursing - Ewing,exact,100.0,True
JUNO3466 - Juno Complete,JUNO3466,Shipped,Palm Beach State College- Lake Worth Campus,JUN-300,Juno,Juno,0,South Florida,Service Contract has expired,Service Contract has expired,2024-12-01,2025-11-30,False,26.615890999999998,-80.0691435,Palm Beach State College- Lake Worth Campus,exact,100.0,True
JUNO3472 - Juno Complete,JUNO3472,Shipped,Palm Beach State College- Lake Worth Campus,JUN-300,Juno,Juno,0,South Florida,Service Contract has expired,Service Contract has expired,2024-12-01,2025-11-30,False,26.615890999999998,-80.0691435,Palm Beach State College- Lake Worth Campus,exact,100.0,True
JUNO3474 - Juno Complete,JUNO3474,Shipped,Lorenzo Walker Technical College,JUN-300,Juno,Juno,0,South Florida,Service Contract has expired,Service Contract has expired,2024-04-12,2025-04-11,False,,,,,,False
JUNO3479 - Juno Complete,JUNO3479,Shipped,Lorenzo Walker Technical College,JUN-300,Juno,Juno,0,South Florida,Service Contract has expired,Service Contract has expired,2024-04-12,2025-04-11,False,,,,,,False
JUNO3475 - Juno Complete,JUNO3475,Shipped,Lorenzo Walker Technical College,JUN-300,Juno,Juno,0,South Florida,Service Contract has expired,Service Contract has expired,2024-04-12,2025-04-11,False,,,,,,False
JUNO3588 - Juno Complete,JUNO3588,Shipped,Valencia College - Osceola Campus,JUN-300,Juno,Juno,0,North Florida,Service Contract has expired,Service Contract has expired,2023-04-12,2024-04-11,False,28.2918995,-81.4075838,Valencia College - Osceola Campus,exact,100.0,True
ARIA0387 - Aria Advanced,ARIA0387,Shipped,Universite Laval,PED-300,Aria,Aria,1,Canada,Active Service Contract,Active Service Contract,2023-04-12,2028-04-11,True,,,,,,False
MFS2777 - Lucina Patient Simulator with Maestro,MFS2777,Shipped,Palm Beach State College- Lake Worth Campus,FLEX-MFS-MAESTRO,Lucina,Lucina,0,South Florida,Service Contract has expired,Service Contract has expired,2024-12-01,2025-11-30,False,26.615890999999998,-80.0691435,Palm Beach State College- Lake Worth Campus,exact,100.0,True
MFS2793 - Lucina Patient Simulator with Maestro,MFS2793,Shipped,University of Wisconsin-Eau Claire,FLEX-MFS-MAESTRO,Lucina,Lucina,0,Northern Plains,Service Contract has expired,Service Contract has expired,2023-08-12,2025-08-11,False,,,,,,False
ARES1221DS - Ares Complete,ARES1221DS,Shipped,Toronto Western Hospital,ARES-300,Ares,Ares,1,Canada,Active Service Contract,Active Service Contract,2025-04-12,2027-04-11,True,,,,,,False
JUNO3623DS - Juno Base,JUNO3623DS,Shipped,St. Lawrence College - Cornwall Campus,JUN-100,Juno,Juno,0,Canada,Service Contract has expired,Service Contract has expired,2023-04-12,2024-04-11,False,,,,,,False
JUNO3624DS - Juno Base,JUNO3624DS,Shipped,St. Lawrence College - Cornwall Campus,JUN-100,Juno,Juno,0,Canada,Service Contract has expired,Service Contract has expired,2023-04-12,2024-04-11,False,,,,,,False
JUNO3609 - Juno Base,JUNO3609,Shipped,St. Lawrence College - Cornwall Campus,JUN-100,Juno,Juno,0,Canada,Service Contract has expired,Service Contract has expired,2023-04-12,2024-04-11,False,,,,,,False
JUNO3612 - Juno Base,JUNO3612,Shipped,Mililani High School,JUN-100,Juno,Juno,0,Southern California,Service Contract has expired,Service Contract has expired,2023-04-12,2024-04-11,False,,,,,,False
JUNO3610 - Juno Base,JUNO3610,Shipped,Lamar University - Joanne Gay Dishman School of Nursing,JUN-100,Juno,Juno,0,South Texas,Service Contract has expired,Service Contract has expired,2023-04-12,2024-04-11,False,,,,,,False
JUNO3622DS - Juno Base,JUNO3622DS,Shipped,Lamar University - Joanne Gay Dishman School of Nursing,JUN-100,Juno,Juno,0,South Texas,Service Contract has expired,Service Contract has expired,2023-04-12,2024-04-11,False,,,,,,False
JUNO3576 - Juno Base,JUNO3576,Shipped,British Columbia Institute of Technology,JUN-100,Juno,Juno,0,Canada,Service Contract has expired,Service Contract has expired,2023-04-09,2024-04-08,False,,,,,,False
JUNO3575 - Juno Base,JUNO3575,Shipped,British Columbia Institute of Technology,JUN-100,Juno,Juno,0,Canada,Service Contract has expired,Service Contract has expired,2023-04-09,2024-04-08,False,,,,,,False
JUNO3574 - Juno Base,JUNO3574,Shipped,British Columbia Institute of Technology,JUN-100,Juno,Juno,0,Canada,Service Contract has expired,Service Contract has expired,2023-04-09,2024-04-08,False,,,,,,False
JUNO3578 - Juno Base,JUNO3578,Shipped,British Columbia Institute of Technology,JUN-100,Juno,Juno,0,Canada,Service Contract has expired,Service Contract has expired,2023-04-09,2024-04-08,False,,,,,,False
JUNO3577 - Juno Base,JUNO3577,Shipped,British Columbia Institute of Technology,JUN-100,Juno,Juno,0,Canada,Service Contract has expired,Service Contract has expired,2023-04-09,2024-04-08,False,,,,,,False
JUNO3581 - Juno Base,JUNO3581,Shipped,British Columbia Institute of Technology,JUN-100,Juno,Juno,0,Canada,Service Contract has expired,Service Contract has expired,2023-04-09,2024-04-08,False,,,,,,False
JUNO3580 - Juno Base,JUNO3580,Shipped,British Columbia Institute of Technology,JUN-100,Juno,Juno,0,Canada,Service Contract has expired,Service Contract has expired,2023-04-09,2024-04-08,False,,,,,,False
JUNO3579 - Juno Base,JUNO3579,Shipped,British Columbia Institute of Technology,JUN-100,Juno,Juno,0,Canada,Service Contract has expired,Service Contract has expired,2023-04-09,2024-04-08,False,,,,,,False
JUNO3606 - Juno Base,JUNO3606,Shipped,British Columbia Institute of Technology,JUN-100,Juno,Juno,0,Canada,Service Contract has expired,Service Contract has expired,2023-04-09,2024-04-08,False,,,,,,False
JUNO3590DS - Juno Base,JUNO3590DS,Shipped,British Columbia Institute of Technology,JUN-100,Juno,Juno,0,Canada,Service Contract has expired,Service Contract has expired,2023-04-09,2024-04-08,False,,,,,,False
JUNO3593DS - Juno Base,JUNO3593DS,Shipped,British Columbia Institute of Technology,JUN-100,Juno,Juno,0,Canada,Service Contract has expired,Service Contract has expired,2023-04-09,2024-04-08,False,,,,,,False
JUNO3591DS - Juno Base,JUNO3591DS,Shipped,British Columbia Institute of Technology,JUN-100,Juno,Juno,0,Canada,Service Contract has expired,Service Contract has expired,2023-04-09,2024-04-08,False,,,,,,False
JUNO3592DS - Juno Base,JUNO3592DS,Shipped,British Columbia Institute of Technology,JUN-100,Juno,Juno,0,Canada,Service Contract has expired,Service Contract has expired,2023-04-09,2024-04-08,False,,,,,,False
JUNO3594DS - Juno Base,JUNO3594DS,Shipped,British Columbia Institute of Technology,JUN-100,Juno,Juno,0,Canada,Service Contract has expired,Service Contract has expired,2023-04-09,2024-04-08,False,,,,,,False
JUNO3572DS - Juno Base,JUNO3572DS,Shipped,British Columbia Institute of Technology,JUN-100,Juno,Juno,0,Canada,Service Contract has expired,Service Contract has expired,2023-04-09,2024-04-08,False,,,,,,False
JUNO3595DS - Juno Base,JUNO3595DS,Shipped,British Columbia Institute of Technology,JUN-100,Juno,Juno,0,Canada,Service Contract has expired,Service Contract has expired,2023-04-09,2024-04-08,False,,,,,,False
JUNO3596DS - Juno Base,JUNO3596DS,Shipped,British Columbia Institute of Technology,JUN-100,Juno,Juno,0,Canada,Service Contract has expired,Service Contract has expired,2023-04-09,2024-04-08,False,,,,,,False
JUNO3597DS - Juno Base,JUNO3597DS,Shipped,British Columbia Institute of Technology,JUN-100,Juno,Juno,0,Canada,Service Contract has expired,Service Contract has expired,2023-04-09,2024-04-08,False,,,,,,False
JUNO3611 - Juno Base,JUNO3611,Shipped,Waipahu High School,JUN-100,Juno,Juno,0,Southern California,Service Contract has expired,Service Contract has expired,2024-04-09,2025-04-08,False,,,,,,False
JUNO3587 - Juno Complete,JUNO3587,Shipped,Valencia College - Osceola Campus,JUN-300,Juno,Juno,0,North Florida,Service Contract has expired,Service Contract has expired,2023-04-09,2024-04-08,False,28.2918995,-81.4075838,Valencia College - Osceola Campus,exact,100.0,True
JUNO3586 - Juno Complete,JUNO3586,Shipped,Gustavus Adolphus College,JUN-300,Juno,Juno,0,Northern Plains,Service Contract has expired,Service Contract has expired,2023-04-09,2024-04-08,False,44.3238384,-93.9585295,Gustavus Adolphus College,exact,100.0,True
JUNO3598DS - Juno Complete,JUNO3598DS,Shipped,St. Elizabeth School of Nursing,JUN-300,Juno,Juno,0,Illinois,Service Contract has expired,Service Contract has expired,2024-08-24,2025-08-23,False,,,,,,False
ARIA0383 - Aria Advanced,ARIA0383,Shipped,The University of Tampa,PED-300,Aria,Aria,1,North Florida,Active Service Contract,Active Service Contract,2023-04-09,2028-04-08,True,,,,,,False
JUNO3553DS - Juno Complete,JUNO3553DS,Shipped,First Coast Technical College,JUN-300,Juno,Juno,0,North Florida,Service Contract has expired,Service Contract has expired,2023-04-08,2024-04-07,False,,,,,,False
