Asset Name,Serial Number,Status,Account Name,Product Code,Product Family,Product Family Short Name,Active Service,Territory,Service Contract Status Simple,Contract_Status_Clean,Service Start Date,Service End Date,has_active_contract,lat,lon,matched
"APN0528 - Apollo Nursing Patient Simulator, Maestro",APN0528,Shipped,Owens Community College,FLEX-APN-MAESTRO,Apollo Nursing,Apollo,1,Great Lakes,Active Service Contract,Active Service Contract,2024-11-06,2029-11-05,True,41.5571178,-83.6279321,True
ARES1494 - Ares Complete,ARES1494,Shipped,Atrium Health,ARES-300,Ares,Ares,1,Carolinas/Virginias,Active Service Contract,Active Service Contract,2025-11-03,2030-11-02,True,35.2272086,-80.8430827,True
JUNO4627 - Juno Complete,JUNO4627,Shipped,Carteret Community College,JUN-300,Juno,Juno,1,Carolinas/Virginias,Active Service Contract,Active Service Contract,2025-11-02,2026-10-31,True,34.7229391,-76.7260436,True
"APP1282 - Apollo Pre-Hospital Patient Simulator, Maestro",APP1282,Shipped,Florida State College at Jacksonville,FLEX-APH-MAESTRO,Apollo Pre-Hospital,Apollo,1,North Florida,Active Service Contract,Active Service Contract,2024-11-01,2029-10-31,True,30.3262247,-81.6579179,True
MFS2963 - Lucina Patient Simulator with Maestro,MFS2963,Shipped,Mid-State Technical College,FLEX-MFS-MAESTRO,Lucina,Lucina,1,Northern Plains,Active Service Contract,Active Service Contract,2025-11-01,2029-10-31,True,44.3917589,-89.8228767,True
HPS1033/HPSM1017 - HPS Adult Anesthesia Patient Simulator,HPS1033/HPSM1017,Shipped,Georgetown University,FLEX-HPS10,HPS Adult,HPS Adult,1,Carolinas/Virginias,Active Service Contract,Active Service Contract,2025-11-01,2027-10-31,True,38.8950368,-77.0365427,True
ARIA0605 - Aria,ARIA0605,Shipped,Nash Community College,PED-300,Aria,Aria,1,Carolinas/Virginias,Active Service Contract,Active Service Contract,2025-10-30,2026-10-29,True,41.5571178,-83.6279321,True
MFS2955 - Lucina Patient Simulator with Maestro,MFS2955,Shipped,Nash Community College,FLEX-MFS-MAESTRO,Lucina,Lucina,1,Carolinas/Virginias,Active Service Contract,Active Service Contract,2025-10-30,2026-10-29,True,41.5571178,-83.6279321,True
"APP1271DS - Apollo Pre-Hospital Patient Simulator, Maestro",APP1271DS,Installed,New York Institute of Technology,FLEX-APH-MAESTRO,Apollo Pre-Hospital,Apollo,1,NY/NJ,Active Service Contract,Active Service Contract,2024-10-27,2029-10-26,True,40.7887113,-73.5995717,True
LUNA0648 - Luna Advanced,LUNA0648,Shipped,Auburn Career Center,LUNA-300,Luna,Luna,1,Great Lakes,Active Service Contract,Active Service Contract,2024-10-27,2029-10-26,True,,,False
ARES1491 - Ares Complete,ARES1491,Shipped,Auburn Career Center,ARES-300,Ares,Ares,1,Great Lakes,Active Service Contract,Active Service Contract,2024-10-27,2029-10-26,True,,,False
ARES1485 - Ares Advanced,ARES1485,Shipped,Blue Ridge Community College - NC,ARES-200,Ares,Ares,1,Carolinas/Virginias,Active Service Contract,Active Service Contract,2025-10-25,2026-10-24,True,,,False
ARES1501 - Ares Advanced,ARES1501,Shipped,Blue Ridge Community College - NC,ARES-200,Ares,Ares,1,Carolinas/Virginias,Active Service Contract,Active Service Contract,2025-10-25,2026-10-24,True,,,False
ARIA0602 - Aria,ARIA0602,Shipped,Blue Ridge Community College - NC,PED-300,Aria,Aria,1,Carolinas/Virginias,Active Service Contract,Active Service Contract,2025-10-25,2026-10-24,True,,,False
ARIA0604DS - Aria,ARIA0604DS,Shipped,Texas A&M Engineering Exten Srvc (Prev Emergency Services Training Institute - WMD TEEX),PED-300,Aria,Aria,1,North Texas,Active Service Contract,Active Service Contract,2025-10-24,2026-08-31,True,30.6183939,-96.3455991,True
ARIA0597 - Aria,ARIA0597,Shipped,University of Wisconsin Oshkosh,PED-300,Aria,Aria,1,Northern Plains,Active Service Contract,Active Service Contract,2025-11-19,2026-11-18,True,44.0206919,-88.5408574,True
VMDX2526 - Elevate Vimedix OB/GYN (Transabdominal) Ultrasound Simulator Base Unit,VMDX2526,Shipped,McGill - Steinberg Centre for Simulation and Interactive Learning,VIM-003.1,Vimedix,Vimedix,1,Canada,Active Service Contract,Active Service Contract,2024-10-20,2029-10-19,True,,,False
LUNA0659 - Luna Live,LUNA0659,Shipped,Galen College of Nursing - Miami,LUNA-200,Luna,Luna,1,South Florida,Active Service Contract,Active Service Contract,2024-10-03,2026-02-02,True,30.271128600000004,-97.7436995,True
VMDX2522 - CAE Vimedix Cardiac (TTE) Ultrasound Simulator Base Unit,VMDX2522,Shipped,University of Iowa Hospitals and Clinics,VIM-006.1,Vimedix,Vimedix,1,Northern Plains,Active Service Contract,Active Service Contract,2024-10-16,2026-10-15,True,,,False
VMDX2523 - CAE Vimedix Abdominal Ultrasound Simulator Base Unit-Abdominal,VMDX2523,Shipped,High Point University,VIM-008.1,Vimedix,Vimedix,1,Carolinas/Virginias,Active Service Contract,Active Service Contract,2024-10-16,2026-10-15,True,35.9556924,-80.0053176,True
VMDX2524 - CAE Vimedix Abdominal Ultrasound Simulator Base Unit-Abdominal,VMDX2524,Shipped,High Point University,VIM-008.1,Vimedix,Vimedix,1,Carolinas/Virginias,Active Service Contract,Active Service Contract,2024-10-16,2026-10-15,True,35.9556924,-80.0053176,True
VMDX2525 - CAE Vimedix Abdominal Ultrasound Simulator Base Unit-Abdominal,VMDX2525,Shipped,High Point University,VIM-008.1,Vimedix,Vimedix,1,Carolinas/Virginias,Active Service Contract,Active Service Contract,2024-10-16,2026-10-15,True,35.9556924,-80.0053176,True
ARES1489 - Ares Complete,ARES1489,Shipped,Quinsigamond Community College,ARES-300,Ares,Ares,1,New England,Active Service Contract,Active Service Contract,2024-10-16,2026-10-15,True,42.2625621,-71.8018877,True
MFS2953 - Lucina Patient Simulator with Maestro,MFS2953,Shipped,Fanshawe College London Campus,FLEX-MFS-MAESTRO,Lucina,Lucina,1,Canada,Active Service Contract,Active Service Contract,2024-10-13,2029-10-12,True,42.9836747,-81.2496068,True
MFS2952 - Lucina Patient Simulator with Maestro,MFS2952,Shipped,Gateway Technical College - Elkhorn,FLEX-MFS-MAESTRO,Lucina,Lucina,1,Northern Plains,Active Service Contract,Active Service Contract,2025-11-15,2026-08-20,True,42.6801053,-88.276413,True
LUNA0666 - Luna Advanced,LUNA0666,Installed,Gateway Technical College - Elkhorn,LUNA-300,Luna,Luna,1,Northern Plains,Active Service Contract,Active Service Contract,2025-11-15,2026-08-20,True,42.6801053,-88.276413,True
VMDX2521 - Elevate Vimedix Cardiac (TTE) Ultrasound Simulator Base Unit,VMDX2521,Shipped,Yale University School of Nursing,VIM-006.1,Vimedix,Vimedix,1,New England,Active Service Contract,Active Service Contract,2025-10-06,2026-10-05,True,41.6611642,-86.1807031,True
MFS2950 - Lucina Patient Simulator with Maestro,MFS2950,Shipped,Chamberlain College of Nursing - Atlanta (Sandy Springs),FLEX-MFS-MAESTRO,Lucina,Lucina,1,North Florida,Active Service Contract,Active Service Contract,2025-10-01,2026-09-30,True,33.7544657,-84.3898151,True
JUNO4607 - Juno Complete,JUNO4607,Shipped,Mountainland Technical College,JUN-300,Juno,Juno,1,Southwest,Active Service Contract,Active Service Contract,2025-09-28,2028-09-27,True,40.3881114,-111.84860189999999,True
ARES1492 - Ares Complete,ARES1492,Shipped,"Simulation in Motion, MT Inc",ARES-300,Ares,Ares,1,West Plains,Active Service Contract,Active Service Contract,2025-03-09,2027-03-08,True,,,False
"APP1265DS - Apollo Pre-Hospital Patient Simulator, Maestro",APP1265DS,Shipped,University of Arkansas at Little Rock (Pat Walker School of Nursing),FLEX-APH-MAESTRO,Apollo Pre-Hospital,Apollo,1,North Texas,Active Service Contract,Active Service Contract,2025-09-26,2029-09-25,True,34.7465071,-92.2896267,True
VMDX2519 - Elevate Vimedix Cardiac (TTE) Ultrasound Simulator Base Unit,VMDX2519,Shipped,University of Pittsburgh - School of Medicine,VIM-006.1,Vimedix,Vimedix,1,Upstate NY/Western PA,Active Service Contract,Active Service Contract,2025-09-25,2026-09-24,True,40.4406968,-80.0025666,True
VMDX2520 - Elevate Vimedix Cardiac (TTE) Ultrasound Simulator Base Unit,VMDX2520,Shipped,University of Pittsburgh - School of Medicine,VIM-006.1,Vimedix,Vimedix,1,Upstate NY/Western PA,Active Service Contract,Active Service Contract,2025-09-25,2026-09-24,True,40.4406968,-80.0025666,True
"APP1269 - Apollo Pre-Hospital Patient Simulator, Maestro",APP1269,Shipped,University of Pittsburgh - School of Medicine,FLEX-APH-MAESTRO,Apollo Pre-Hospital,Apollo,1,Upstate NY/Western PA,Active Service Contract,Active Service Contract,2025-09-25,2026-09-24,True,40.4406968,-80.0025666,True
"APP1270 - Apollo Pre-Hospital Patient Simulator, Maestro",APP1270,Shipped,University of Pittsburgh - School of Medicine,FLEX-APH-MAESTRO,Apollo Pre-Hospital,Apollo,1,Upstate NY/Western PA,Active Service Contract,Active Service Contract,2025-09-25,2026-09-24,True,40.4406968,-80.0025666,True
VMDX2518 - CAE Vimedix OB/GYN (Transabdominal) Ultrasound Simulator Base Unit,VMDX2518,Shipped,Bossier Parish Community College,VIM-003.1,Vimedix,Vimedix,1,Gulf Coast,Active Service Contract,Active Service Contract,2024-09-22,2026-09-21,True,32.515887,-93.7336536,True
ARES1484 - Ares Complete,ARES1484,Shipped,Brunswick Community College,ARES-300,Ares,Ares,1,Carolinas/Virginias,Active Service Contract,Active Service Contract,2024-09-15,2026-09-14,True,,,False
ARES1482 - Ares Complete,ARES1482,Shipped,Tucson Medical Center,ARES-300,Ares,Ares,1,Southwest,Active Service Contract,Active Service Contract,2025-05-07,2030-05-06,True,32.2228765,-110.974847,True
HPS1023/HPSM1008 - HPS Adult Anesthesia Patient Simulator,HPS1023/HPSM1008,Shipped,Medical College of Wisconsin,FLEX-HPS10,HPS Adult,HPS Adult,1,Northern Plains,Active Service Contract,Active Service Contract,2025-09-15,2029-09-14,True,43.0386475,-87.9090751,True
ARIA0593 - Aria,ARIA0593,Installed,The Medical Center-Bowling Green,PED-300,Aria,Aria,1,Great Lakes,Active Service Contract,Active Service Contract,2024-09-15,2028-09-14,True,36.9929203,-86.4428677,True
ARIA0547 - Aria,ARIA0547,Installed,Tucson Medical Center,PED-300,Aria,Aria,1,Southwest,Active Service Contract,Active Service Contract,2025-05-07,2030-05-06,True,32.2228765,-110.974847,True
ARIA0603DS - Aria,ARIA0603DS,Shipped,Tucson Medical Center,PED-300,Aria,Aria,1,Southwest,Active Service Contract,Active Service Contract,2025-05-07,2030-05-06,True,32.2228765,-110.974847,True
VMDX2514 - Elevate Vimedix Cardiac (TTE) Ultrasound Simulator Base Unit,VMDX2514,Shipped,Banner Simulation Medical Center - Mesa,VIM-006.1,Vimedix,Vimedix,1,Southwest,Active Service Contract,Active Service Contract,2025-09-15,2026-09-14,True,,,False
VMDX2515 - Elevate Vimedix OB/GYN (Transvaginal) Ultrasound Simulator Base Unit,VMDX2515,Shipped,Banner Simulation Medical Center - Mesa,VIM-009.1,Vimedix,Vimedix,1,Southwest,Active Service Contract,Active Service Contract,2025-09-15,2026-09-14,True,,,False
MFS2960DS - Lucina Patient Simulator with Maestro,MFS2960DS,Installed,Willis-Knighton Health System,FLEX-MFS-MAESTRO,Lucina,Lucina,1,Gulf Coast,Active Service Contract,Active Service Contract,2025-09-15,2026-09-14,True,32.515887,-93.7336536,True
"APP1268 - Apollo Pre-Hospital Patient Simulator, Maestro",APP1268,Shipped,Boone County Ambulance Authority,FLEX-APH-MAESTRO,Apollo Pre-Hospital,Apollo,1,Carolinas/Virginias,Active Service Contract,Active Service Contract,2025-09-12,2026-09-11,True,,,False
"APN0516 - Apollo Nursing Patient Simulator, Maestro",APN0516,Shipped,University of West Florida,FLEX-APN-MAESTRO,Apollo Nursing,Apollo,1,North Florida,Active Service Contract,Active Service Contract,2025-11-15,2026-11-14,True,30.421309,-87.2169149,True
"APN0518 - Apollo Nursing Patient Simulator, Maestro",APN0518,Shipped,University of West Florida,FLEX-APN-MAESTRO,Apollo Nursing,Apollo,1,North Florida,Active Service Contract,Active Service Contract,2025-11-15,2026-11-14,True,30.421309,-87.2169149,True
"APN0519DS - Apollo Nursing Patient Simulator, Maestro",APN0519DS,Shipped,University of West Florida,FLEX-APN-MAESTRO,Apollo Nursing,Apollo,1,North Florida,Active Service Contract,Active Service Contract,2025-11-15,2026-11-14,True,30.421309,-87.2169149,True
"APN0505DS - Apollo Nursing Patient Simulator, Maestro",APN0505DS,Shipped,University of West Florida,FLEX-APN-MAESTRO,Apollo Nursing,Apollo,1,North Florida,Active Service Contract,Active Service Contract,2025-11-15,2026-11-14,True,30.421309,-87.2169149,True
MFS2948DS - Lucina Patient Simulator with Maestro,MFS2948DS,Shipped,Cameron Memorial Community Hospital,FLEX-MFS-MAESTRO,Lucina,Lucina,1,Illinois,Active Service Contract,Active Service Contract,2025-07-04,2029-07-03,True,41.634874,-84.99928,True
ARES1472 - Ares Complete,ARES1472,Shipped,Southwest Virginia Community College Cedar Bluff,ARES-300,Ares,Ares,1,Carolinas/Virginias,Active Service Contract,Active Service Contract,2025-09-01,2026-08-31,True,,,False
ARES1476 - Ares Complete,ARES1476,Shipped,Tri-Lakes Monument Fire Protection District,ARES-300,Ares,Ares,1,West Plains,Active Service Contract,Active Service Contract,2024-08-31,2026-08-30,True,,,False
JUNO4578 - Juno Complete,JUNO4578,Shipped,Coker University,JUN-300,Juno,Juno,1,Carolinas/Virginias,Active Service Contract,Active Service Contract,2024-08-29,2029-08-28,True,,,False
JUNO4614DS - Juno Complete,JUNO4614DS,Shipped,Coker University,JUN-300,Juno,Juno,1,Carolinas/Virginias,Active Service Contract,Active Service Contract,2024-08-29,2029-08-28,True,,,False
VMDX2512 - Elevate Vimedix Abdominal Ultrasound Simulator Base Unit-Abdominal,VMDX2512,Shipped,Cooper Medical School of Rowan University,VIM-008.1,Vimedix,Vimedix,1,Mid Atlantic,Active Service Contract,Active Service Contract,2025-08-28,2027-06-30,True,39.9448402,-75.1198911,True
JUNO4584 - Juno Complete,JUNO4584,Shipped,South Suburban College,JUN-300,Juno,Juno,1,Illinois,Active Service Contract,Active Service Contract,2025-08-24,2026-02-26,True,,,False
JUNO4589 - Juno Complete,JUNO4589,Shipped,Ohio University - Chillicothe,JUN-300,Juno,Juno,1,Great Lakes,Active Service Contract,Active Service Contract,2024-08-24,2028-02-23,True,,,False
"APN0510 - Apollo Nursing Patient Simulator, Maestro",APN0510,Shipped,Galen College of Nursing-Orlando,FLEX-APN-MAESTRO,Apollo Nursing,Apollo,1,North Florida,Active Service Contract,Active Service Contract,2025-08-23,2029-08-22,True,28.5421218,-81.379045,True
MFS2943 - Lucina Patient Simulator with Maestro,MFS2943,Shipped,Galen College of Nursing-Orlando,FLEX-MFS-MAESTRO,Lucina,Lucina,1,North Florida,Active Service Contract,Active Service Contract,2025-08-23,2029-08-22,True,28.5421218,-81.379045,True
LUNA0594 - Luna Live,LUNA0594,Shipped,Galen College of Nursing-Orlando,LUNA-200,Luna,Luna,1,North Florida,Active Service Contract,Active Service Contract,2024-08-23,2029-08-22,True,28.5421218,-81.379045,True
LUNA0591 - Luna Live,LUNA0591,Shipped,Galen College of Nursing - Nashville,LUNA-200,Luna,Luna,1,Great Lakes,Active Service Contract,Active Service Contract,2024-08-21,2029-08-20,True,36.1622767,-86.7742984,True
ARIA0592 - Aria,ARIA0592,Shipped,Morgan Community College,PED-300,Aria,Aria,1,West Plains,Active Service Contract,Active Service Contract,2024-08-11,2026-08-10,True,35.1068428,-77.0398762,True
"APN0509 - Apollo Nursing Patient Simulator, Maestro",APN0509,Shipped,Morgan Community College,FLEX-APN-MAESTRO,Apollo Nursing,Apollo,1,West Plains,Active Service Contract,Active Service Contract,2024-08-11,2026-08-10,True,35.1068428,-77.0398762,True
MFS2930 - Lucina Patient Simulator with Maestro,MFS2930,Shipped,Morgan Community College,FLEX-MFS-MAESTRO,Lucina,Lucina,1,West Plains,Active Service Contract,Active Service Contract,2024-08-11,2026-08-10,True,35.1068428,-77.0398762,True
LUNA0580 - Luna Live,LUNA0580,Installed,Diman Regional Vocational Technical High School,LUNA-200,Luna,Luna,1,New England,Active Service Contract,Active Service Contract,2025-08-10,2026-08-09,True,41.7010642,-71.1546367,True
LUNA0579 - Luna Live,LUNA0579,Shipped,Diman Regional Vocational Technical High School,LUNA-200,Luna,Luna,1,New England,Active Service Contract,Active Service Contract,2025-08-10,2026-08-09,True,41.7010642,-71.1546367,True
LUNA0636 - Luna Advanced,LUNA0636,Shipped,University of Olivet,LUNA-300,Luna,Luna,1,Great Lakes,Active Service Contract,Active Service Contract,2024-08-08,2026-08-07,True,42.4414273,-84.9241542,True
JUNO4555DS - Juno Complete,JUNO4555DS,Shipped,University of Olivet,JUN-300,Juno,Juno,1,Great Lakes,Active Service Contract,Active Service Contract,2024-08-08,2026-08-07,True,42.4414273,-84.9241542,True
JUNO4564 - Juno Complete,JUNO4564,Shipped,University of Olivet,JUN-300,Juno,Juno,1,Great Lakes,Active Service Contract,Active Service Contract,2025-08-08,2026-08-07,True,42.4414273,-84.9241542,True
JUNO4570 - Juno Complete,JUNO4570,Shipped,University of Olivet,JUN-300,Juno,Juno,1,Great Lakes,Active Service Contract,Active Service Contract,2024-08-08,2026-08-07,True,42.4414273,-84.9241542,True
JUNO4591 - Juno Complete,JUNO4591,Shipped,Coastal Carolina Community College,JUN-300,Juno,Juno,1,Carolinas/Virginias,Active Service Contract,Active Service Contract,2024-08-08,2026-08-07,True,34.7509962,-77.4309829,True
ARIA0598DS - Aria,ARIA0598DS,Shipped,University of Olivet,PED-300,Aria,Aria,1,Great Lakes,Active Service Contract,Active Service Contract,2025-08-08,2026-08-07,True,42.4414273,-84.9241542,True
"APP1256 - Apollo Pre-Hospital Patient Simulator, Maestro",APP1256,Shipped,University of Olivet,FLEX-APH-MAESTRO,Apollo Pre-Hospital,Apollo,1,Great Lakes,Active Service Contract,Active Service Contract,2024-08-08,2026-08-07,True,42.4414273,-84.9241542,True
MFS2877__ - Lucina Patient Simulator with Maestro,MFS2877__,Shipped,University of Olivet,FLEX-MFS-MAESTRO,Lucina,Lucina,1,Great Lakes,Active Service Contract,Active Service Contract,2025-08-08,2026-08-07,True,42.4414273,-84.9241542,True
JUNO4499DS - Juno Complete,JUNO4499DS,Shipped,Tom P. Haney Technical College,JUN-300,Juno,Juno,1,North Florida,Active Service Contract,Active Service Contract,2024-08-02,2027-08-01,True,,,False
JUNO4506DS - Juno Complete,JUNO4506DS,Shipped,Tom P. Haney Technical College,JUN-300,Juno,Juno,1,North Florida,Active Service Contract,Active Service Contract,2025-08-02,2027-08-01,True,,,False
JUNO4498DS - Juno Complete,JUNO4498DS,Shipped,Tom P. Haney Technical College,JUN-300,Juno,Juno,1,North Florida,Active Service Contract,Active Service Contract,2024-08-02,2027-08-01,True,,,False
JUNO4566 - Juno Complete,JUNO4566,Shipped,Tom P. Haney Technical College,JUN-300,Juno,Juno,1,North Florida,Active Service Contract,Active Service Contract,2024-08-02,2027-08-01,True,,,False
JUNO4563 - Juno Complete,JUNO4563,Shipped,Tom P. Haney Technical College,JUN-300,Juno,Juno,1,North Florida,Active Service Contract,Active Service Contract,2024-08-02,2027-08-01,True,,,False
